D_lvot,D_an,D_sinus,D_stj,AVA,angle,ratio_lvot_over_an_area,H_sinus
27.11244529,27.41012493,36.46192327,32.24332827,56.63041847,31.96074226,0.97839753,25.5
22.28746261,22.45022881,28.95498172,28.21240449,46.41134037,25.75778664,0.985552382,19.5
17.61656298,19.16971493,27.83100973,25.53904276,41.65622498,21.46940826,0.844522165,21.5
28.60538612,26.74341772,35.22765086,30.77528686,111.0524526,37.24898153,1.144094277,22.5
22.43507049,25.01691988,34.57222314,32.910367,60.93415324,5.990587702,0.804242837,25
25.83593955,26.88162456,38.84700122,36.36510655,59.823368,39.80322269,0.923713938,26
23.26412226,24.53361851,32.82398174,30.95752689,46.03248198,37.61747547,0.899187223,23
29.45251517,27.34901917,33.71478247,30.78636678,55.92811065,22.75962245,1.159741679,24.5
20.13276627,21.57089926,29.09959098,27.21123436,56.19832903,9.58758128,0.87110479,21
29.55114273,25.80046096,31.62784762,28.61739373,58.83120282,30.4232719,1.311878542,22
21.25506354,22.85828978,32.62029764,31.21064066,91.07957508,15.00094116,0.86464403,23
22.61398747,22.75026838,29.10587691,26.35084751,48.60779591,23.96712344,0.988055285,27.5
25.66584032,26.29187733,36.52260233,31.37818223,41.64228293,31.37884949,0.952944881,32
20.26236714,21.07957951,27.25102915,25.64903559,40.9951246,16.63351936,0.923967028,22
29.26610425,26.01725106,33.24012204,31.1438847,63.66107547,35.15173224,1.265339353,22.5
22.349987,21.60037957,28.70241859,27.13775478,23.94222895,28.43801361,1.070611205,25
23.794735,25.69025878,34.65348774,29.0994798,63.66963451,22.21240637,0.857876531,27
20.60679556,22.45824374,32.9664248,30.16544895,55.38277968,28.65258014,0.841917124,25.5
24.21488387,23.50756686,28.61009272,26.48261056,48.61886279,25.80545533,1.061083157,20.5
24.95383595,25.42375993,33.15435158,28.28094087,95.8219309,28.93782872,0.963374338,29
19.59037492,21.57765113,28.79820291,25.19643089,48.42527463,5.733748505,0.824284552,25
28.44205277,28.25432937,36.56476168,31.5669012,92.38132734,38.92029029,1.01333226,25
31.2946934,28.84770453,35.06253643,30.65552361,61.33630792,44.3537678,1.176843952,32
21.9724682,22.37086483,29.51117756,26.03481424,64.30370504,25.45516847,0.964699697,24.5
32.46388342,30.08680946,38.31996623,32.2507454,114.02706,43.08546696,1.164256493,26
24.41474678,24.90981447,33.829537,31.75943146,51.83391682,23.01866995,0.960646186,22.5
18.11735597,20.10348296,27.93496336,24.64187525,43.4221115,18.41963199,0.812170148,22.5
22.9188782,22.81837619,30.6147535,27.76946928,41.60771054,7.190176478,1.008828265,25
18.11676281,20.95010186,29.75485099,27.47924579,41.12644574,29.77953363,0.747805954,23
22.16662218,23.26848561,34.86878194,29.74660846,44.6145454,32.24635072,0.907533782,28.5
23.60376789,23.55581542,29.5665517,27.81648159,33.57801244,25.75669019,1.004075535,22.5
24.73473351,24.39350801,30.14665923,28.15589906,82.76448313,30.83623592,1.028172422,22
22.6096655,24.08850794,33.02622729,29.99414758,41.17987671,39.07632233,0.880984918,23
22.10985499,24.45243707,34.42782737,30.46101768,73.10331905,23.47434138,0.817574785,29
25.30560154,25.92980538,33.05346952,31.1768047,74.23614101,15.00724338,0.952433838,24
31.48964661,31.00309984,38.38381077,34.11489846,110.6139178,22.05354668,1.031633262,30.5
22.15835657,24.86143822,37.36252141,32.80308319,53.1776574,33.8403427,0.794369564,30
26.01799134,25.7902467,35.63151193,30.87104287,90.93695082,32.11027456,1.017739281,29
22.95160611,24.48760251,33.59349166,30.52141951,85.02998408,33.14786379,0.878483543,23.5
26.15593602,25.7800208,33.30307995,29.37495959,53.17934827,29.11040695,1.029375923,28.5
25.12151071,26.68039559,36.9147239,33.57233277,77.5328102,22.49350149,0.886557639,30
21.75380012,23.04233291,31.35310402,27.32554608,51.21604897,39.35307156,0.891286593,24.5
27.1457576,25.57828212,30.21520641,27.29310416,46.63811284,27.33502828,1.126318421,21.5
25.0149844,26.14698718,35.58634454,30.85837068,89.70205135,28.67949499,0.915286728,26.5
21.91158154,22.68862252,28.41759065,25.11119709,53.62851607,17.87345493,0.932676837,20.5
23.62901196,24.1797389,30.13990097,27.5715578,52.75893217,37.03506263,0.954966002,23.5
23.43456756,26.05465071,37.73331139,33.82103031,79.70087919,30.10721256,0.808990417,30
25.34126667,26.45430442,34.32709793,31.51363238,58.75326467,34.5198508,0.917622269,27
23.6448643,24.78233671,32.2599302,29.507898,78.51732594,20.58232279,0.910309647,25
25.28268706,26.88734916,35.35775184,32.07800315,52.88546114,18.43823446,0.884199947,23.5
19.32723754,20.44548061,28.85504337,27.9867781,47.90829673,27.11558045,0.893603623,20.5
22.74065551,25.96642791,37.03312335,30.12839387,103.5980969,35.35627192,0.766975584,30
26.40601388,25.68514476,34.72045182,30.46891027,76.16498431,24.5776495,1.056918887,28
25.45053898,25.16340578,37.37102834,32.16313338,93.83098831,26.94353944,1.022951695,31.5
19.6716108,22.10046091,32.15461024,28.14493597,44.3180938,22.86743379,0.792277248,24
19.1195141,20.45716419,27.18096272,24.43456931,36.64557606,38.05359117,0.87349986,20.5
17.77773322,20.76053513,30.15016362,27.5341305,29.94184132,27.60503335,0.733289864,24
20.09054028,24.15344273,39.49005522,33.15800254,62.45480526,21.58261794,0.691871033,32.5
20.17827602,21.11807778,28.72841538,24.872518,55.52153867,45.86526301,0.91297597,24
21.49779378,21.78586686,28.1826103,26.41924964,33.43804003,32.65293023,0.973728977,21
18.18644415,21.57935313,31.93739374,27.91555192,99.94028022,28.23280362,0.710262266,25.5
19.51114495,22.68794104,30.16487647,26.73570122,65.17337396,29.21452241,0.739563282,23
23.73035368,24.50668681,32.68677999,28.67681958,53.53838729,35.37546211,0.937646682,23
24.61852425,25.07143736,35.61047198,30.010312,72.08965583,37.66042577,0.964196532,29
18.49665532,21.49703405,30.41697785,27.45797062,24.92926378,29.18577143,0.740336768,21
25.50623292,24.54438454,28.03975629,26.8884478,46.24686616,30.58554366,1.079911956,19.5
22.74284139,23.08619215,30.46286269,27.59237404,56.46653921,10.90535384,0.970476075,27.5
23.03117215,23.62033491,29.02943605,26.54033284,41.15095554,23.28223728,0.950736092,22.5
27.07310705,25.66830176,32.59084735,27.97703,73.98028703,38.12572385,1.112453658,23
20.49637359,23.07318136,32.9656325,30.2395037,99.95494772,8.54291358,0.789112817,25
21.37615347,23.17366907,31.96016838,28.40527008,38.27508526,14.58165124,0.850882352,26
25.50724806,24.81113202,31.99677439,28.81982161,83.47062935,40.01913063,1.056900376,23.5
25.24231946,24.13098681,27.37419829,23.3619492,65.96360841,11.51577982,1.094229333,20.5
28.15371221,26.99730338,33.15140237,29.12533204,50.63842401,28.06398424,1.087503241,29.5
26.40858199,25.91834216,36.51493312,35.27814097,80.99579553,30.72684499,1.038187337,24
23.30840317,25.10134971,33.36361256,30.59028884,95.13793051,35.49833343,0.862245417,27
29.32591169,26.81043668,34.86552823,32.67016553,79.20986997,35.72362559,1.196451971,24.5
20.09172916,22.3529842,32.59758546,27.8726457,40.52589183,30.7390981,0.807911162,26.5
21.2301739,21.90434408,29.51010558,26.95837953,75.65108106,22.44432757,0.939391438,23
23.69304731,25.64009496,36.18483236,32.6144367,63.02922799,11.67394922,0.853891293,27
22.03022335,22.95019818,29.11347511,25.9319694,51.40495794,25.57875996,0.921435457,20
22.58585368,24.3341191,33.0634061,31.08203373,61.03978819,21.79018421,0.861473182,24
25.17767289,26.09729898,35.19439007,32.08707907,65.199819,16.30475275,0.930765016,28
20.7801941,21.31387748,28.96953289,24.19566974,50.67061815,20.35456727,0.950548476,26.5
27.67498367,26.75404016,33.23612284,31.70491714,66.95187527,30.83468509,1.070030107,19.5
23.90194048,24.26817482,34.14926447,31.68376577,65.61727946,21.95318174,0.970045469,23.5
30.6792192,30.14787282,39.24067792,34.82799759,91.27125389,31.10737663,1.035559973,30
19.55765436,21.13844518,31.2324143,26.7643765,43.13277395,31.90253589,0.856026981,28
20.81523332,22.62189991,32.74880839,29.25425722,96.5679835,27.29208514,0.846650976,26.5
22.07227606,22.68314107,28.86844153,26.22616233,62.98376921,23.84627275,0.946864536,23
19.88812788,19.98297142,24.84162578,22.03055406,39.30394264,33.54956897,0.990530091,22
22.73255723,23.89969384,33.45525885,30.51299189,70.10296319,13.33926933,0.90471525,26.5
23.46053386,23.86484364,30.83177083,25.99844134,58.7198507,30.58211947,0.966403723,24
30.86882162,29.12948157,36.78843803,33.05989622,75.87538851,39.09475021,1.122986645,25.5
23.23611115,24.84006311,32.78933686,29.04154675,65.54267769,15.96024663,0.875027094,23
31.4828414,29.80220982,39.01626497,34.52960325,111.5206614,40.0554223,1.115965855,31.5
21.81655048,22.15145348,31.62717662,27.16610006,44.69759799,32.6679194,0.969991014,27
24.44102377,25.64355358,35.24165986,30.3577656,46.20059803,11.87969851,0.908410972,32
29.06578725,29.71923316,38.1127229,35.31381641,116.4662123,28.03282546,0.956508827,23
19.61900298,22.17153725,30.6216596,30.19135086,50.16539779,28.41611748,0.783000888,20
24.30603334,23.35727299,29.61344095,27.47368323,66.71477714,36.29816709,1.082888908,22.5
28.2378221,27.76819669,34.93613695,32.9853914,103.6079364,31.41195578,1.034110723,25
19.95440622,20.88219297,29.45657898,22.76235356,50.1439134,39.33355264,0.913114856,25.5
22.6362696,24.12961231,32.70361105,31.37091602,75.71823354,21.45569812,0.880053404,24
20.23368335,20.53401446,27.13006799,25.84567188,38.24921397,35.55448204,0.970961861,21
31.19761054,29.23007754,41.49607685,36.9301069,86.35840797,29.02440167,1.139154761,31.5
20.4710924,21.75099138,30.24024168,24.28525884,58.52184201,20.54636157,0.885776032,26.5
27.73733517,28.09007788,37.56841072,34.20685782,75.36208082,47.21005181,0.975042582,26.5
24.06549861,24.50568296,31.02374547,26.66860665,46.4672231,48.38681688,0.96439757,23.5
22.18293267,24.08300358,32.17373639,29.89147066,79.67807982,33.58974273,0.848431182,23
23.82365792,24.19375911,31.03669846,26.48944016,55.67259417,30.67191253,0.969639244,25.5
29.50095145,29.26359173,39.98743142,33.45403851,113.6851306,35.80689021,1.016287976,30.5
20.78096041,20.86520636,26.70232419,22.85398983,30.52884903,38.11720144,0.991941045,23
25.66860072,25.41256456,34.45648602,29.7362737,72.89220865,26.64952201,1.020251869,24
25.57043227,24.79870176,31.46104638,28.65741685,43.40570036,21.02032006,1.063208031,22.5
21.77139865,21.76080116,27.29937034,24.99473606,59.83169991,24.35460529,1.000974235,24.5
20.86022648,21.7714637,28.53527672,25.61805578,46.3692307,11.35248418,0.918042492,23
21.74222741,23.85836175,34.27380032,28.51221931,82.82730724,23.96725944,0.830475509,27.5
27.02257187,25.95980085,32.25993763,29.88019725,102.043539,29.96899507,1.083554221,28.5
21.3418838,22.73825334,31.34715912,28.62277373,48.86541617,49.32306516,0.880950081,24.5
18.20418205,21.17451069,30.78683464,27.90971621,82.83108936,20.4700355,0.739121054,24.5
24.30717447,24.16853267,30.95792687,27.8012823,51.8453891,33.22995814,1.011505825,23
24.29611516,24.97205324,33.57475157,32.17424917,86.19174947,24.57417086,0.946597102,24
29.26402827,28.59781774,36.27162714,31.37422971,63.46803654,34.03630944,1.047134401,26
22.9495565,23.0915465,35.0844809,30.36134934,67.7754093,30.10451873,0.987739804,30.5
23.90258065,24.39983725,32.35063928,31.47030786,64.37011818,36.20769611,0.959656315,22.5
21.49756351,22.44877797,28.150384,27.4234462,32.11501634,21.71484571,0.91705012,21
27.24915944,26.83581231,32.77978246,29.5067231,86.41544377,32.72994182,1.031042883,25
28.1840846,28.58352105,35.59672502,31.22918005,69.78285488,36.37607119,0.97224656,25.5
22.97191118,24.09583206,31.77481975,27.38631757,44.36098585,16.31526355,0.908888068,25.5
28.39022135,27.18443122,37.58641518,32.99791448,60.99997914,17.28147039,1.090679263,30
25.20024059,24.89264822,32.57138394,28.57874243,63.50581848,24.01833533,1.0248662,24
30.12842155,28.50744766,36.69063902,29.90192768,29.17661281,21.3939938,1.116956056,26
28.63929636,26.56265192,36.06450641,32.93659487,58.92512763,26.06489317,1.16247019,25.5
29.13411735,27.88431497,36.05267165,32.25467756,95.88694,31.62981231,1.091650885,24
28.0910336,28.24624759,36.3639612,28.31584,92.66536529,24.86021959,0.989040134,32.5
32.7103345,30.49653114,33.6832985,30.92654359,88.97554658,18.89746295,1.15045354,23
18.77227735,21.67497774,31.80138742,29.45590423,54.7567886,29.65733535,0.750095575,25
22.73173504,23.78500808,31.04690308,27.29125879,83.88558,25.65813752,0.913394861,21.5
23.6923278,24.51294986,33.62732468,30.38737187,44.9780947,22.5257188,0.934166549,26
24.65970602,26.91481185,38.65753366,34.46813335,112.7642812,28.52579322,0.839446636,32.5
22.08838181,22.84792592,29.02402047,26.65070355,52.09266582,18.03042369,0.934618208,24
25.38280168,23.28639484,30.43133297,27.45588461,40.27922635,24.7148088,1.188159101,25
26.00616336,25.50028858,33.77738849,31.06785419,63.23645636,52.50187551,1.040069551,27.5
17.93711471,20.25048873,29.90449181,28.68627968,32.13180796,35.10817574,0.784574436,21
23.93764462,25.1065345,34.76665205,30.51087054,59.778454,22.99231766,0.909053178,28.5
24.46761083,24.56945538,33.43110954,30.49187457,69.93632505,34.30660638,0.991726844,25
18.77954431,20.85725797,29.5061753,27.58865231,36.40519386,16.97586789,0.810691603,21
24.70609597,23.70010325,31.07673598,27.94840299,76.84316901,32.63212729,1.086695258,26.5
29.57129689,28.04077086,33.50211916,30.13066562,96.64062396,35.07857753,1.112143546,25
28.13265231,27.21788139,34.36734754,30.05663377,61.22591223,18.05498228,1.068347956,31
24.13857028,26.18670602,33.22367332,32.54502012,97.59175102,16.32503952,0.849691632,19.5
24.52510226,25.43761351,33.10692244,29.83433162,55.07036413,31.82029811,0.929541801,27
26.47391287,25.64427408,32.71176683,27.54187805,62.97280344,42.22514357,1.065750268,26.5
22.04073627,23.1692821,34.23388108,30.12306857,31.57958694,17.68237204,0.90495512,28.5
31.20768111,29.46067696,40.84924129,35.01559125,62.46772437,39.10396539,1.122115484,31
21.81611242,22.16789103,30.60105215,28.20476427,46.79542119,25.77837893,0.968514149,24.5
28.26683305,27.56482018,37.85315241,33.70858019,82.53560911,32.1372029,1.051584026,27.5
29.47570049,30.33188851,38.90546919,34.61086308,90.17025069,24.30213727,0.944342135,30
24.41839572,25.62928203,35.03207638,30.28375933,55.72352384,31.29963467,0.907739794,28
27.67909964,27.87962387,37.18265347,35.13175783,74.84963514,39.68798099,0.985666729,25
19.98280285,21.69408157,29.83617927,27.65734695,51.06769611,21.64967586,0.848457845,21
23.58172444,24.06508551,28.42429858,25.7174921,73.20104556,23.05610265,0.960232281,25.5
26.3073636,26.41018547,32.72092908,28.04175269,79.55611074,42.60381969,0.992228627,23.5
20.74642285,21.64837251,27.36102687,25.22458199,43.96911555,8.519882742,0.918408608,20.5
23.7049948,23.36966104,29.99188369,27.69251887,56.98107992,20.42600337,1.02890411,27
23.70278113,23.37837423,32.30113993,30.77985536,51.5195637,36.41867477,1.027945287,24
16.68448912,20.66625663,30.86046905,27.92706078,41.48723359,30.93826159,0.651781741,24.5
23.09842529,24.88118085,32.01785725,29.26093598,79.06165359,35.83062159,0.861832308,22
30.00497011,28.46991585,36.07047052,31.1238859,67.05490716,30.05410791,1.110744138,25.5
23.89376857,24.43582981,33.48465339,29.69378044,73.78997383,44.2547935,0.956125987,27.5
27.49094129,27.282946,34.21876723,30.8923778,81.83183838,30.78233795,1.015305395,26
30.22490435,29.64601282,35.82992811,33.10622357,122.7956084,40.16276323,1.03943488,22
21.42619307,23.2473827,32.09210653,29.04951125,51.10301224,18.71877016,0.849457975,27.5
28.95552096,27.47526646,36.83360354,28.49894811,83.96662934,36.3302291,1.110654397,29.5
25.21982654,25.67942313,34.03701935,33.48012602,57.61206124,13.65580296,0.964525388,24.5
23.65250923,23.49896217,28.54721152,27.52641099,42.35725442,10.10870834,1.013111108,20
24.29490523,25.22041031,34.23004086,30.07538581,38.39207712,23.0535066,0.927953305,29
22.86413176,23.02371598,31.32782939,30.15332226,53.53152161,14.648052,0.986185448,23
26.30737413,26.68474266,36.83951241,30.32126285,89.81843063,29.43928522,0.971916521,33
30.72723471,28.98501616,35.28317234,33.65470194,74.57969276,27.01540791,1.123828035,25
22.01972961,22.56339713,32.58897319,29.85249954,73.96144421,28.69764731,0.952390355,27
23.49610628,23.8343776,29.85454955,27.68452238,66.56924419,16.64525891,0.971816268,23.5
20.29682736,22.92420999,32.95917615,28.7123827,47.85777838,24.6717438,0.783912446,28.5
21.59508817,22.43294152,28.19453675,27.38885337,52.01475037,36.73597517,0.926696483,20.5
24.39025358,24.04869074,29.20515782,26.73847779,72.11965504,35.7454296,1.028607665,28.5
22.10210488,22.51898072,29.96826595,26.66150342,56.67711646,25.34629877,0.963318304,23
20.14097901,20.24114189,27.78953513,25.4375759,44.86026639,38.33621243,0.990127527,21
22.62748728,22.76768254,30.07390432,28.88398077,39.84263218,13.87025859,0.987722631,22
27.5483327,27.32642744,33.97294874,31.40584652,112.5881891,30.13530795,1.016307017,25
28.26219729,27.46696324,38.44111497,36.56937738,44.33340327,42.22533464,1.058743007,24.5
26.79120583,25.64211054,31.00715327,27.99677368,64.5754692,17.85428398,1.091633829,23.5
27.36115458,26.96907993,35.88364526,34.39951862,67.71650977,20.15109094,1.029287215,25
27.09638216,25.6868624,31.46460189,26.77275912,62.17813251,36.57964777,1.112757421,24.5
23.31920379,25.71309793,38.94357969,37.64599891,100.8767552,7.228330535,0.822467277,24.5
21.87442337,22.61350777,29.51433589,25.99866145,68.55633034,29.79027238,0.935701569,23.5
24.77306326,25.910041,35.24902316,33.7120301,56.21210476,28.77104101,0.914162122,25
22.40600781,23.44586923,33.03868199,30.25830521,62.73638648,23.13205175,0.913263897,26
28.70009287,28.3995678,37.79335111,32.62760303,104.8327964,18.60867345,1.021276039,29.5
29.04452634,27.82388496,36.35771294,34.16721756,91.49405245,10.82671322,1.089665143,25
31.10669497,29.11191135,36.00224683,32.35866995,107.3981498,28.0520131,1.141737593,26.5
20.60029751,22.30613569,30.99735825,28.25363483,78.8918871,41.13472905,0.852900376,26.5
22.00163505,22.16460139,25.95596499,24.46079165,28.1953333,8.164730171,0.985348961,22
18.58232846,20.33805956,30.35329466,29.68639377,21.07720478,28.65742799,0.834797683,20
27.08491929,27.45471505,35.10433086,30.31843006,76.23104642,28.83860673,0.973242825,28.5
23.53762422,22.75342129,29.48068997,27.94447016,42.75400366,33.99881146,1.070118405,21
27.04964362,26.9665316,34.77042471,32.68064701,82.16336373,25.95112228,1.006173586,23.5
21.11413849,23.26398011,34.77946977,29.88417713,61.198908,30.5500911,0.823718265,28
32.22434939,30.00240845,41.15767362,32.11427391,107.000285,32.96453349,1.153602204,30.5
21.21098449,21.09331174,29.43204593,28.03034376,59.06993871,20.5989346,1.011188473,21.5
16.82426032,19.43293457,27.3809936,25.50429259,30.3347715,17.93635694,0.749540635,20.5
24.05175484,24.00185262,31.05839641,26.81736541,67.80972715,41.47669226,1.00416252,25.5
21.62060408,24.15899884,34.92437289,29.43732315,60.40340724,34.94653032,0.800899056,32
21.10433312,22.92356799,32.15372381,31.58655617,40.77289924,18.16338617,0.847576362,20
26.11783698,26.34683982,32.74472889,29.67377699,65.06860068,37.19064231,0.982691844,22
28.99903092,27.61750554,36.64966908,28.33214365,73.10608231,12.46054595,1.102549433,33.5
30.90072646,28.4227892,34.76281138,31.24893003,42.85188382,22.82141918,1.181963298,27.5
24.83938726,24.2851598,31.09321048,26.64239107,65.78509656,37.37909884,1.046164131,24
28.76040622,26.94749772,33.39427184,30.13852135,65.68425795,34.87366073,1.13907716,29
24.44596049,24.86154151,32.60666887,27.83136822,51.05147524,20.65861151,0.966847781,27.5
20.45397938,21.2678711,27.62694732,25.70036376,55.96428944,22.23194418,0.924927279,21.5
24.80081831,24.00138122,30.98360128,27.94075685,50.18385834,26.27567214,1.067725344,25.5
27.40536775,27.0728281,33.63230306,30.59605076,74.47585337,26.3556169,1.024717179,22.5
26.91076818,25.74835273,30.34990819,28.05241501,86.4533202,23.50763458,1.092328564,20.5
23.69532642,24.49957563,34.54953867,32.98950664,41.04500025,33.66670517,0.935423482,22.5
26.56321386,25.64518462,33.25672199,28.77199923,75.15744104,21.92242672,1.072876117,24
23.98100023,24.23346008,30.8920164,27.08081754,52.92799808,37.23124997,0.979272888,25
22.5977786,23.9828533,32.80340262,28.23209174,80.99269311,42.51159924,0.887829961,24.5
21.8887131,22.98003526,30.19911913,27.8491666,59.590708,22.34395065,0.907275276,24
30.8196412,28.85402184,37.32866775,34.85145116,106.0591684,21.41205799,1.140886509,22
27.34735929,27.88697454,36.10581872,32.57576887,33.60437839,20.83308691,0.961674261,28.5
22.522589,22.42957189,27.25015395,24.74461496,56.81233156,34.37451062,1.008311347,20.5
29.88652878,27.18317873,35.79180001,32.59841787,51.0303364,28.26786937,1.208788921,27
27.88898335,28.00336839,36.03197166,30.86239178,98.03441521,19.46780745,0.991847308,29
26.48414416,26.36965833,35.99115805,30.59426344,54.30866037,16.8426415,1.008701998,28.5
25.29431422,26.17496107,35.76188632,31.48804942,88.71890844,30.64003048,0.933842704,27
23.59317851,23.52433672,25.78222926,23.78957593,51.74800087,24.85285211,1.005861378,21.5
21.23739595,22.01970897,28.68039689,26.7695754,69.3379675,30.28659949,0.930206519,22.5
22.21411492,23.32076963,32.2144444,30.63121285,81.66854205,41.73597306,0.907344625,22.5
29.79216291,27.5209672,33.66070623,30.2464134,71.8854842,39.35781111,1.17186257,26
18.4922655,20.04198724,27.50287273,27.67512828,47.98170124,22.89666115,0.85133145,21
22.80915481,22.41556367,30.06821744,27.39963314,27.73091746,32.27241493,1.035425979,24.5
